Spanish word,English word,Spanish Sentence,English Sentence
impresionante,stunning,Esta es una frase con la palabra 'impresionante'.,This is a sentence with the word 'stunning'.
poco atractivo/a,plain,Esta es una frase con la palabra 'poco atractivo/a'.,This is a sentence with the word 'plain'.
promedio/a,average,Esta es una frase con la palabra 'promedio/a'.,This is a sentence with the word 'average'.
atractivo/a,attractive,Esta es una frase con la palabra 'atractivo/a'.,This is a sentence with the word 'attractive'.
negro,black,Esta es una frase con la palabra 'negro'.,This is a sentence with the word 'black'.
marrón / café,brown,Esta es una frase con la palabra 'marrón / café'.,This is a sentence with the word 'brown'.
gris,grey,Esta es una frase con la palabra 'gris'.,This is a sentence with the word 'grey'.
blanco,white,Esta es una frase con la palabra 'blanco'.,This is a sentence with the word 'white'.
amarillo,yellow,Esta es una frase con la palabra 'amarillo'.,This is a sentence with the word 'yellow'.
anaranjado,orange,Esta es una frase con la palabra 'anaranjado'.,This is a sentence with the word 'orange'.
rojo,red,Esta es una frase con la palabra 'rojo'.,This is a sentence with the word 'red'.
rosado,pink,Esta es una frase con la palabra 'rosado'.,This is a sentence with the word 'pink'.
morado / púrpura,purple,Esta es una frase con la palabra 'morado / púrpura'.,This is a sentence with the word 'purple'.
azul,blue,Esta es una frase con la palabra 'azul'.,This is a sentence with the word 'blue'.
verde,green,Esta es una frase con la palabra 'verde'.,This is a sentence with the word 'green'.
colorear,to color,Esta es una frase con la palabra 'colorear'.,This is a sentence with the word 'to color'.
construir,to construct,Esta es una frase con la palabra 'construir'.,This is a sentence with the word 'to construct'.
cortar,to cut,Esta es una frase con la palabra 'cortar'.,This is a sentence with the word 'to cut'.
coser,to sew,Esta es una frase con la palabra 'coser'.,This is a sentence with the word 'to sew'.
dibujar,to draw,Esta es una frase con la palabra 'dibujar'.,This is a sentence with the word 'to draw'.
pintar,to paint,Esta es una frase con la palabra 'pintar'.,This is a sentence with the word 'to paint'.
cero,zero,Esta es una frase con la palabra 'cero'.,This is a sentence with the word 'zero'.
uno,one,Esta es una frase con la palabra 'uno'.,This is a sentence with the word 'one'.
dos,two,Esta es una frase con la palabra 'dos'.,This is a sentence with the word 'two'.
tres,three,Esta es una frase con la palabra 'tres'.,This is a sentence with the word 'three'.
cuatro,four,Esta es una frase con la palabra 'cuatro'.,This is a sentence with the word 'four'.
cinco,five,Esta es una frase con la palabra 'cinco'.,This is a sentence with the word 'five'.
seis,six,Esta es una frase con la palabra 'seis'.,This is a sentence with the word 'six'.
siete,seven,Esta es una frase con la palabra 'siete'.,This is a sentence with the word 'seven'.
ocho,eight,Esta es una frase con la palabra 'ocho'.,This is a sentence with the word 'eight'.
nueve,nine,Esta es una frase con la palabra 'nueve'.,This is a sentence with the word 'nine'.
diez,ten,Esta es una frase con la palabra 'diez'.,This is a sentence with the word 'ten'.
This animal vocab will help you talk about animals both on land and in the ocean!,,Esta es una frase con la palabra 'This animal vocab will help you talk about animals both on land and in the ocean!'.,This is a sentence with the word 'nan'.
el gato,cat,Esta es una frase con la palabra 'el gato'.,This is a sentence with the word 'cat'.
el perro,dog,Esta es una frase con la palabra 'el perro'.,This is a sentence with the word 'dog'.
el conejo,rabbit,Esta es una frase con la palabra 'el conejo'.,This is a sentence with the word 'rabbit'.
el pollo,chicken,Esta es una frase con la palabra 'el pollo'.,This is a sentence with the word 'chicken'.
la gallina,hen,Esta es una frase con la palabra 'la gallina'.,This is a sentence with the word 'hen'.
el gallo,rooster,Esta es una frase con la palabra 'el gallo'.,This is a sentence with the word 'rooster'.
la vaca,cow,Esta es una frase con la palabra 'la vaca'.,This is a sentence with the word 'cow'.
el toro,bull,Esta es una frase con la palabra 'el toro'.,This is a sentence with the word 'bull'.
la oveja,sheep,Esta es una frase con la palabra 'la oveja'.,This is a sentence with the word 'sheep'.
el caballo,horse,Esta es una frase con la palabra 'el caballo'.,This is a sentence with the word 'horse'.
el cerdo,pig,Esta es una frase con la palabra 'el cerdo'.,This is a sentence with the word 'pig'.
la cabra,goat,Esta es una frase con la palabra 'la cabra'.,This is a sentence with the word 'goat'.
el burro,donkey,Esta es una frase con la palabra 'el burro'.,This is a sentence with the word 'donkey'.
el ratón,mouse,Esta es una frase con la palabra 'el ratón'.,This is a sentence with the word 'mouse'.
el ciervo,deer,Esta es una frase con la palabra 'el ciervo'.,This is a sentence with the word 'deer'.
el mapache,raccoon,Esta es una frase con la palabra 'el mapache'.,This is a sentence with the word 'raccoon'.
la ardilla -,squirrel,Esta es una frase con la palabra 'la ardilla -'.,This is a sentence with the word 'squirrel'.
el búho,owl,Esta es una frase con la palabra 'el búho'.,This is a sentence with the word 'owl'.
el zorro,fox,Esta es una frase con la palabra 'el zorro'.,This is a sentence with the word 'fox'.
el lobo,wolf,Esta es una frase con la palabra 'el lobo'.,This is a sentence with the word 'wolf'.
el oso,bear,Esta es una frase con la palabra 'el oso'.,This is a sentence with the word 'bear'.
el cangrejo,crab,Esta es una frase con la palabra 'el cangrejo'.,This is a sentence with the word 'crab'.
la medusa,jellyfish,Esta es una frase con la palabra 'la medusa'.,This is a sentence with the word 'jellyfish'.
el delfín,dolphin,Esta es una frase con la palabra 'el delfín'.,This is a sentence with the word 'dolphin'.
la ballena,whale,Esta es una frase con la palabra 'la ballena'.,This is a sentence with the word 'whale'.
el tiburón,shark,Esta es una frase con la palabra 'el tiburón'.,This is a sentence with the word 'shark'.
la foca,seal,Esta es una frase con la palabra 'la foca'.,This is a sentence with the word 'seal'.
el lobo marino,sea lion,Esta es una frase con la palabra 'el lobo marino'.,This is a sentence with the word 'sea lion'.
la morsa,walrus,Esta es una frase con la palabra 'la morsa'.,This is a sentence with the word 'walrus'.
el pingüino,penguin,Esta es una frase con la palabra 'el pingüino'.,This is a sentence with the word 'penguin'.
el viaje,trip,Esta es una frase con la palabra 'el viaje'.,This is a sentence with the word 'trip'.
el equipaje,bags,Esta es una frase con la palabra 'el equipaje'.,This is a sentence with the word 'bags'.
la salida,exit,Esta es una frase con la palabra 'la salida'.,This is a sentence with the word 'exit'.
la llegada,arrival,Esta es una frase con la palabra 'la llegada'.,This is a sentence with the word 'arrival'.
los documentos de identidad,id papers,Esta es una frase con la palabra 'los documentos de identidad'.,This is a sentence with the word 'id papers'.
el billete de avión,boarding pass,Esta es una frase con la palabra 'el billete de avión'.,This is a sentence with the word 'boarding pass'.
el hotel,hotel,Esta es una frase con la palabra 'el hotel'.,This is a sentence with the word 'hotel'.
el permiso de conducir,driver’s license,Esta es una frase con la palabra 'el permiso de conducir'.,This is a sentence with the word 'driver’s license'.
echar gasolina,to get gas,Esta es una frase con la palabra 'echar gasolina'.,This is a sentence with the word 'to get gas'.
viajar,to travel,Esta es una frase con la palabra 'viajar'.,This is a sentence with the word 'to travel'.
volver,to return,Esta es una frase con la palabra 'volver'.,This is a sentence with the word 'to return'.
ir,to go,Esta es una frase con la palabra 'ir'.,This is a sentence with the word 'to go'.
salir,to leave,Esta es una frase con la palabra 'salir'.,This is a sentence with the word 'to leave'.
parar,to stop,Esta es una frase con la palabra 'parar'.,This is a sentence with the word 'to stop'.
partir,to depart,Esta es una frase con la palabra 'partir'.,This is a sentence with the word 'to depart'.
porter(a),doorman,Esta es una frase con la palabra 'porter(a)'.,This is a sentence with the word 'doorman'.
hostia,hostess,Esta es una frase con la palabra 'hostia'.,This is a sentence with the word 'hostess'.
botones,bellhop,Esta es una frase con la palabra 'botones'.,This is a sentence with the word 'bellhop'.
anfitriona,airline hostess,Esta es una frase con la palabra 'anfitriona'.,This is a sentence with the word 'airline hostess'.
el avión,airplane,Esta es una frase con la palabra 'el avión'.,This is a sentence with the word 'airplane'.
el coche,car,Esta es una frase con la palabra 'el coche'.,This is a sentence with the word 'car'.
la bicicleta,bicycle,Esta es una frase con la palabra 'la bicicleta'.,This is a sentence with the word 'bicycle'.
la motocicleta,motorcycle,Esta es una frase con la palabra 'la motocicleta'.,This is a sentence with the word 'motorcycle'.
el tren,train,Esta es una frase con la palabra 'el tren'.,This is a sentence with the word 'train'.
el metro/subte,subway,Esta es una frase con la palabra 'el metro/subte'.,This is a sentence with the word 'subway'.
el autobús,bus,Esta es una frase con la palabra 'el autobús'.,This is a sentence with the word 'bus'.
el barco,ship,Esta es una frase con la palabra 'el barco'.,This is a sentence with the word 'ship'.
taxista,taxi driver,Esta es una frase con la palabra 'taxista'.,This is a sentence with the word 'taxi driver'.
revisor(a),train conductor,Esta es una frase con la palabra 'revisor(a)'.,This is a sentence with the word 'train conductor'.
dependiente de gas,gas station attendant,Esta es una frase con la palabra 'dependiente de gas'.,This is a sentence with the word 'gas station attendant'.
conductor(a),"driver, chauffeur",Esta es una frase con la palabra 'conductor(a)'.,"This is a sentence with the word 'driver, chauffeur'."
camionero(a),truck driver,Esta es una frase con la palabra 'camionero(a)'.,This is a sentence with the word 'truck driver'.
el sol,the sun,Esta es una frase con la palabra 'el sol'.,This is a sentence with the word 'the sun'.
las nubes,the clouds,Esta es una frase con la palabra 'las nubes'.,This is a sentence with the word 'the clouds'.
la niebla,the fog,Esta es una frase con la palabra 'la niebla'.,This is a sentence with the word 'the fog'.
la neblina,the mist,Esta es una frase con la palabra 'la neblina'.,This is a sentence with the word 'the mist'.
la lluvia,the rain,Esta es una frase con la palabra 'la lluvia'.,This is a sentence with the word 'the rain'.
la llovizna,the drizzle,Esta es una frase con la palabra 'la llovizna'.,This is a sentence with the word 'the drizzle'.
la tormenta,the storm,Esta es una frase con la palabra 'la tormenta'.,This is a sentence with the word 'the storm'.
el tornado,the tornado,Esta es una frase con la palabra 'el tornado'.,This is a sentence with the word 'the tornado'.
el trueno,the thunder,Esta es una frase con la palabra 'el trueno'.,This is a sentence with the word 'the thunder'.
el relámpago,the lightning strike,Esta es una frase con la palabra 'el relámpago'.,This is a sentence with the word 'the lightning strike'.
el rayo,the lightning bolt,Esta es una frase con la palabra 'el rayo'.,This is a sentence with the word 'the lightning bolt'.
el viento,the wind,Esta es una frase con la palabra 'el viento'.,This is a sentence with the word 'the wind'.
la brisa,the breeze,Esta es una frase con la palabra 'la brisa'.,This is a sentence with the word 'the breeze'.
el granizo,the hail,Esta es una frase con la palabra 'el granizo'.,This is a sentence with the word 'the hail'.
el hielo,the ice,Esta es una frase con la palabra 'el hielo'.,This is a sentence with the word 'the ice'.
la nieve,the snow,Esta es una frase con la palabra 'la nieve'.,This is a sentence with the word 'the snow'.
el calor,the heat,Esta es una frase con la palabra 'el calor'.,This is a sentence with the word 'the heat'.
el frío,the cold,Esta es una frase con la palabra 'el frío'.,This is a sentence with the word 'the cold'.
la humedad,the humidity,Esta es una frase con la palabra 'la humedad'.,This is a sentence with the word 'the humidity'.
la temperatura,the temperature,Esta es una frase con la palabra 'la temperatura'.,This is a sentence with the word 'the temperature'.
el pronóstico,the forecast,Esta es una frase con la palabra 'el pronóstico'.,This is a sentence with the word 'the forecast'.
llover,to rain,Esta es una frase con la palabra 'llover'.,This is a sentence with the word 'to rain'.
lloviznar,to drizzle,Esta es una frase con la palabra 'lloviznar'.,This is a sentence with the word 'to drizzle'.
diluviar,to pour down,Esta es una frase con la palabra 'diluviar'.,This is a sentence with the word 'to pour down'.
granizar,to hail,Esta es una frase con la palabra 'granizar'.,This is a sentence with the word 'to hail'.
nevar,to snow,Esta es una frase con la palabra 'nevar'.,This is a sentence with the word 'to snow'.
el invierno,winter,Esta es una frase con la palabra 'el invierno'.,This is a sentence with the word 'winter'.
la primavera,spring,Esta es una frase con la palabra 'la primavera'.,This is a sentence with the word 'spring'.
el verano,summer,Esta es una frase con la palabra 'el verano'.,This is a sentence with the word 'summer'.
el otoño,fall,Esta es una frase con la palabra 'el otoño'.,This is a sentence with the word 'fall'.
carta de motivación,cover letter,Esta es una frase con la palabra 'carta de motivación'.,This is a sentence with the word 'cover letter'.
el cv,resume,Esta es una frase con la palabra 'el cv'.,This is a sentence with the word 'resume'.
la firma,firm,Esta es una frase con la palabra 'la firma'.,This is a sentence with the word 'firm'.
el negocio,business,Esta es una frase con la palabra 'el negocio'.,This is a sentence with the word 'business'.
la compañía,company,Esta es una frase con la palabra 'la compañía'.,This is a sentence with the word 'company'.
el jefe,boss,Esta es una frase con la palabra 'el jefe'.,This is a sentence with the word 'boss'.
el empleado,employee,Esta es una frase con la palabra 'el empleado'.,This is a sentence with the word 'employee'.
trabajar,to work,Esta es una frase con la palabra 'trabajar'.,This is a sentence with the word 'to work'.
negociar,to negotiate,Esta es una frase con la palabra 'negociar'.,This is a sentence with the word 'to negotiate'.
consultor(a),consultant,Esta es una frase con la palabra 'consultor(a)'.,This is a sentence with the word 'consultant'.
dueño(a),owner,Esta es una frase con la palabra 'dueño(a)'.,This is a sentence with the word 'owner'.
abogado(a),lawyer,Esta es una frase con la palabra 'abogado(a)'.,This is a sentence with the word 'lawyer'.
arquitecto(a),architect,Esta es una frase con la palabra 'arquitecto(a)'.,This is a sentence with the word 'architect'.
bombero(a),fireman,Esta es una frase con la palabra 'bombero(a)'.,This is a sentence with the word 'fireman'.
campesino(a),farm worker,Esta es una frase con la palabra 'campesino(a)'.,This is a sentence with the word 'farm worker'.
carpintero(a),carpenter,Esta es una frase con la palabra 'carpintero(a)'.,This is a sentence with the word 'carpenter'.
cartero(a),postal worker,Esta es una frase con la palabra 'cartero(a)'.,This is a sentence with the word 'postal worker'.
casero(a),landlord,Esta es una frase con la palabra 'casero(a)'.,This is a sentence with the word 'landlord'.
científico(a),scientist,Esta es una frase con la palabra 'científico(a)'.,This is a sentence with the word 'scientist'.
cocinero(a),"cook, chef",Esta es una frase con la palabra 'cocinero(a)'.,"This is a sentence with the word 'cook, chef'."
consejero (a),counselor,Esta es una frase con la palabra 'consejero (a)'.,This is a sentence with the word 'counselor'.
constructor (a),construction worker,Esta es una frase con la palabra 'constructor (a)'.,This is a sentence with the word 'construction worker'.
contador(a),accountant/bookkeeper,Esta es una frase con la palabra 'contador(a)'.,This is a sentence with the word 'accountant/bookkeeper'.
doméstico(a),maid,Esta es una frase con la palabra 'doméstico(a)'.,This is a sentence with the word 'maid'.
detective,detective,Esta es una frase con la palabra 'detective'.,This is a sentence with the word 'detective'.
"director, revisor, redactor(a)",editor,"Esta es una frase con la palabra 'director, revisor, redactor(a)'.",This is a sentence with the word 'editor'.
electricista,electrician,Esta es una frase con la palabra 'electricista'.,This is a sentence with the word 'electrician'.
escritor / autor(a),writer / author,Esta es una frase con la palabra 'escritor / autor(a)'.,This is a sentence with the word 'writer / author'.
"vaquero, tropero(a)",cowboy,"Esta es una frase con la palabra 'vaquero, tropero(a)'.",This is a sentence with the word 'cowboy'.
manejador(a),manager,Esta es una frase con la palabra 'manejador(a)'.,This is a sentence with the word 'manager'.
granjero(a),farmer,Esta es una frase con la palabra 'granjero(a)'.,This is a sentence with the word 'farmer'.
ingeniero(a),engineer,Esta es una frase con la palabra 'ingeniero(a)'.,This is a sentence with the word 'engineer'.
jardinero(a),gardener,Esta es una frase con la palabra 'jardinero(a)'.,This is a sentence with the word 'gardener'.
jefe,boss,Esta es una frase con la palabra 'jefe'.,This is a sentence with the word 'boss'.
juez,judge,Esta es una frase con la palabra 'juez'.,This is a sentence with the word 'judge'.
lavandero(a),laundry person,Esta es una frase con la palabra 'lavandero(a)'.,This is a sentence with the word 'laundry person'.
marinero(a),merchant marine,Esta es una frase con la palabra 'marinero(a)'.,This is a sentence with the word 'merchant marine'.
mecánico (a),mechanic,Esta es una frase con la palabra 'mecánico (a)'.,This is a sentence with the word 'mechanic'.
camarero(a),waiter,Esta es una frase con la palabra 'camarero(a)'.,This is a sentence with the word 'waiter'.
padre,priest,Esta es una frase con la palabra 'padre'.,This is a sentence with the word 'priest'.
panadero(a),baker,Esta es una frase con la palabra 'panadero(a)'.,This is a sentence with the word 'baker'.
pastor(a),pastor/minister,Esta es una frase con la palabra 'pastor(a)'.,This is a sentence with the word 'pastor/minister'.
periodista,reporter/journalist,Esta es una frase con la palabra 'periodista'.,This is a sentence with the word 'reporter/journalist'.
pescador(a),fisherman,Esta es una frase con la palabra 'pescador(a)'.,This is a sentence with the word 'fisherman'.
pintor(a),painter,Esta es una frase con la palabra 'pintor(a)'.,This is a sentence with the word 'painter'.
plomero(a),plumber,Esta es una frase con la palabra 'plomero(a)'.,This is a sentence with the word 'plumber'.
Policía,policeman,Esta es una frase con la palabra 'Policía'.,This is a sentence with the word 'policeman'.
programador(a),computer programmer,Esta es una frase con la palabra 'programador(a)'.,This is a sentence with the word 'computer programmer'.
dueño(a),owner,Esta es una frase con la palabra 'dueño(a)'.,This is a sentence with the word 'owner'.
químico(a),chemist,Esta es una frase con la palabra 'químico(a)'.,This is a sentence with the word 'chemist'.
ranchero(a),rancher,Esta es una frase con la palabra 'ranchero(a)'.,This is a sentence with the word 'rancher'.
rebuscador(a),researcher,Esta es una frase con la palabra 'rebuscador(a)'.,This is a sentence with the word 'researcher'.
reparador(a),repairman,Esta es una frase con la palabra 'reparador(a)'.,This is a sentence with the word 'repairman'.
técnico(a) de laboratorio,lab technician,Esta es una frase con la palabra 'técnico(a) de laboratorio'.,This is a sentence with the word 'lab technician'.
trabajador(a) de fábrica,factory worker,Esta es una frase con la palabra 'trabajador(a) de fábrica'.,This is a sentence with the word 'factory worker'.
veterinario(a),veterinarian,Esta es una frase con la palabra 'veterinario(a)'.,This is a sentence with the word 'veterinarian'.
ir al gimnasio,go to the gym,Esta es una frase con la palabra 'ir al gimnasio'.,This is a sentence with the word 'go to the gym'.
ir de caminata,go hiking,Esta es una frase con la palabra 'ir de caminata'.,This is a sentence with the word 'go hiking'.
levantar pesas,lift weight,Esta es una frase con la palabra 'levantar pesas'.,This is a sentence with the word 'lift weight'.
mantenerse en forma,to stay in shape,Esta es una frase con la palabra 'mantenerse en forma'.,This is a sentence with the word 'to stay in shape'.
practicar,to practice,Esta es una frase con la palabra 'practicar'.,This is a sentence with the word 'to practice'.
nadar,to swim,Esta es una frase con la palabra 'nadar'.,This is a sentence with the word 'to swim'.
el yoga,yoga,Esta es una frase con la palabra 'el yoga'.,This is a sentence with the word 'yoga'.
el fútbol,soccer,Esta es una frase con la palabra 'el fútbol'.,This is a sentence with the word 'soccer'.
el fútbol americano,football,Esta es una frase con la palabra 'el fútbol americano'.,This is a sentence with the word 'football'.
el béisbol,baseball,Esta es una frase con la palabra 'el béisbol'.,This is a sentence with the word 'baseball'.
el baloncesto,basketball,Esta es una frase con la palabra 'el baloncesto'.,This is a sentence with the word 'basketball'.
el golf,golf,Esta es una frase con la palabra 'el golf'.,This is a sentence with the word 'golf'.
el hockey,hockey,Esta es una frase con la palabra 'el hockey'.,This is a sentence with the word 'hockey'.
el tenis,tennis,Esta es una frase con la palabra 'el tenis'.,This is a sentence with the word 'tennis'.
el voleibol,volleyball,Esta es una frase con la palabra 'el voleibol'.,This is a sentence with the word 'volleyball'.
luchar,to wrestle/to fight,Esta es una frase con la palabra 'luchar'.,This is a sentence with the word 'to wrestle/to fight'.
correr,to run,Esta es una frase con la palabra 'correr'.,This is a sentence with the word 'to run'.
esquiar,to ski,Esta es una frase con la palabra 'esquiar'.,This is a sentence with the word 'to ski'.
el partido,game/match,Esta es una frase con la palabra 'el partido'.,This is a sentence with the word 'game/match'.
la carrera,race,Esta es una frase con la palabra 'la carrera'.,This is a sentence with the word 'race'.
el torneo,tournament,Esta es una frase con la palabra 'el torneo'.,This is a sentence with the word 'tournament'.
patear,to kick,Esta es una frase con la palabra 'patear'.,This is a sentence with the word 'to kick'.
saltar,to jump,Esta es una frase con la palabra 'saltar'.,This is a sentence with the word 'to jump'.
parar,to stop/to block,Esta es una frase con la palabra 'parar'.,This is a sentence with the word 'to stop/to block'.
balancear,to swing,Esta es una frase con la palabra 'balancear'.,This is a sentence with the word 'to swing'.
servir,to serve,Esta es una frase con la palabra 'servir'.,This is a sentence with the word 'to serve'.
rematar,to spike,Esta es una frase con la palabra 'rematar'.,This is a sentence with the word 'to spike'.
pegar,to hit,Esta es una frase con la palabra 'pegar'.,This is a sentence with the word 'to hit'.
driblar,to dribble,Esta es una frase con la palabra 'driblar'.,This is a sentence with the word 'to dribble'.
tirar,to throw,Esta es una frase con la palabra 'tirar'.,This is a sentence with the word 'to throw'.
agarrar,to catch,Esta es una frase con la palabra 'agarrar'.,This is a sentence with the word 'to catch'.
ganar,to win,Esta es una frase con la palabra 'ganar'.,This is a sentence with the word 'to win'.
perder,to lose,Esta es una frase con la palabra 'perder'.,This is a sentence with the word 'to lose'.
empatar,to tie,Esta es una frase con la palabra 'empatar'.,This is a sentence with the word 'to tie'.
caminar,to walk,Esta es una frase con la palabra 'caminar'.,This is a sentence with the word 'to walk'.
bailar,to dance,Esta es una frase con la palabra 'bailar'.,This is a sentence with the word 'to dance'.
jugar,to play,Esta es una frase con la palabra 'jugar'.,This is a sentence with the word 'to play'.
competir,to compete,Esta es una frase con la palabra 'competir'.,This is a sentence with the word 'to compete'.
These common Spanish words for food will leave you hungry for more Spanish!,,Esta es una frase con la palabra 'These common Spanish words for food will leave you hungry for more Spanish!'.,This is a sentence with the word 'nan'.
la comida,food,Esta es una frase con la palabra 'la comida'.,This is a sentence with the word 'food'.
las bebidas,drinks,Esta es una frase con la palabra 'las bebidas'.,This is a sentence with the word 'drinks'.
las verduras,vegetables,Esta es una frase con la palabra 'las verduras'.,This is a sentence with the word 'vegetables'.
las frutas,fruits,Esta es una frase con la palabra 'las frutas'.,This is a sentence with the word 'fruits'.
cocinar,to cook,Esta es una frase con la palabra 'cocinar'.,This is a sentence with the word 'to cook'.
tengo hambre,i’m hungry,Esta es una frase con la palabra 'tengo hambre'.,This is a sentence with the word 'i’m hungry'.
tengo sed,i’m thirsty,Esta es una frase con la palabra 'tengo sed'.,This is a sentence with the word 'i’m thirsty'.
la res,beef,Esta es una frase con la palabra 'la res'.,This is a sentence with the word 'beef'.
el pollo,chicken,Esta es una frase con la palabra 'el pollo'.,This is a sentence with the word 'chicken'.
la gallina,chicken,Esta es una frase con la palabra 'la gallina'.,This is a sentence with the word 'chicken'.
el cordero,lamb,Esta es una frase con la palabra 'el cordero'.,This is a sentence with the word 'lamb'.
la barbacoa,grilled,Esta es una frase con la palabra 'la barbacoa'.,This is a sentence with the word 'grilled'.
el cerdo,pork,Esta es una frase con la palabra 'el cerdo'.,This is a sentence with the word 'pork'.
el perrito caliente,hot dog,Esta es una frase con la palabra 'el perrito caliente'.,This is a sentence with the word 'hot dog'.
el jamón,ham,Esta es una frase con la palabra 'el jamón'.,This is a sentence with the word 'ham'.
la hamburguesa,hamburger,Esta es una frase con la palabra 'la hamburguesa'.,This is a sentence with the word 'hamburger'.
el tocino,bacon,Esta es una frase con la palabra 'el tocino'.,This is a sentence with the word 'bacon'.
el pescado,fish,Esta es una frase con la palabra 'el pescado'.,This is a sentence with the word 'fish'.
la zanahoria,carrot,Esta es una frase con la palabra 'la zanahoria'.,This is a sentence with the word 'carrot'.
la lechuga,lettuce,Esta es una frase con la palabra 'la lechuga'.,This is a sentence with the word 'lettuce'.
el tomate,tomato,Esta es una frase con la palabra 'el tomate'.,This is a sentence with the word 'tomato'.
la maíz,corn,Esta es una frase con la palabra 'la maíz'.,This is a sentence with the word 'corn'.
la papa,potato,Esta es una frase con la palabra 'la papa'.,This is a sentence with the word 'potato'.
la patata,potato,Esta es una frase con la palabra 'la patata'.,This is a sentence with the word 'potato'.
las papas,french fries,Esta es una frase con la palabra 'las papas'.,This is a sentence with the word 'french fries'.
las patatas fritas,french fries,Esta es una frase con la palabra 'las patatas fritas'.,This is a sentence with the word 'french fries'.
el brocoli,broccoli,Esta es una frase con la palabra 'el brocoli'.,This is a sentence with the word 'broccoli'.
la espinaca,spinach,Esta es una frase con la palabra 'la espinaca'.,This is a sentence with the word 'spinach'.
la cebolla,onion,Esta es una frase con la palabra 'la cebolla'.,This is a sentence with the word 'onion'.
la col,cabbage,Esta es una frase con la palabra 'la col'.,This is a sentence with the word 'cabbage'.
la ensalada,salad,Esta es una frase con la palabra 'la ensalada'.,This is a sentence with the word 'salad'.
la aceituna,olive,Esta es una frase con la palabra 'la aceituna'.,This is a sentence with the word 'olive'.
las calabacitas,squash,Esta es una frase con la palabra 'las calabacitas'.,This is a sentence with the word 'squash'.
el hongo,mushroom,Esta es una frase con la palabra 'el hongo'.,This is a sentence with the word 'mushroom'.
el pepino,cucumber,Esta es una frase con la palabra 'el pepino'.,This is a sentence with the word 'cucumber'.
la manzana,apple,Esta es una frase con la palabra 'la manzana'.,This is a sentence with the word 'apple'.
la pera,pear,Esta es una frase con la palabra 'la pera'.,This is a sentence with the word 'pear'.
la fresa,strawberry,Esta es una frase con la palabra 'la fresa'.,This is a sentence with the word 'strawberry'.
la frambuesa,raspberry,Esta es una frase con la palabra 'la frambuesa'.,This is a sentence with the word 'raspberry'.
la zarzamora,blackberry,Esta es una frase con la palabra 'la zarzamora'.,This is a sentence with the word 'blackberry'.
el arándano,blueberry,Esta es una frase con la palabra 'el arándano'.,This is a sentence with the word 'blueberry'.
el arándano rojo,cranberry,Esta es una frase con la palabra 'el arándano rojo'.,This is a sentence with the word 'cranberry'.
la naranja,orange,Esta es una frase con la palabra 'la naranja'.,This is a sentence with the word 'orange'.
la mandarina,tangerine,Esta es una frase con la palabra 'la mandarina'.,This is a sentence with the word 'tangerine'.
la toronja,grapefruit,Esta es una frase con la palabra 'la toronja'.,This is a sentence with the word 'grapefruit'.
el limón,lemon,Esta es una frase con la palabra 'el limón'.,This is a sentence with the word 'lemon'.
la lima,lime,Esta es una frase con la palabra 'la lima'.,This is a sentence with the word 'lime'.
el plátano,banana,Esta es una frase con la palabra 'el plátano'.,This is a sentence with the word 'banana'.
la piña,pineapple,Esta es una frase con la palabra 'la piña'.,This is a sentence with the word 'pineapple'.
el coco,coconut,Esta es una frase con la palabra 'el coco'.,This is a sentence with the word 'coconut'.
el mango,mango,Esta es una frase con la palabra 'el mango'.,This is a sentence with the word 'mango'.
la papaya,papaya,Esta es una frase con la palabra 'la papaya'.,This is a sentence with the word 'papaya'.
la cerveza,beer,Esta es una frase con la palabra 'la cerveza'.,This is a sentence with the word 'beer'.
el refresco,"pop, soft drink",Esta es una frase con la palabra 'el refresco'.,"This is a sentence with the word 'pop, soft drink'."
el té,tea,Esta es una frase con la palabra 'el té'.,This is a sentence with the word 'tea'.
el té helado,iced tea,Esta es una frase con la palabra 'el té helado'.,This is a sentence with the word 'iced tea'.
el café,coffee,Esta es una frase con la palabra 'el café'.,This is a sentence with the word 'coffee'.
la leche,milk,Esta es una frase con la palabra 'la leche'.,This is a sentence with the word 'milk'.
el agua,water,Esta es una frase con la palabra 'el agua'.,This is a sentence with the word 'water'.
el jugo,juice,Esta es una frase con la palabra 'el jugo'.,This is a sentence with the word 'juice'.
el batido,milkshake,Esta es una frase con la palabra 'el batido'.,This is a sentence with the word 'milkshake'.
el chocolate,chocolate,Esta es una frase con la palabra 'el chocolate'.,This is a sentence with the word 'chocolate'.
los dulces,candy,Esta es una frase con la palabra 'los dulces'.,This is a sentence with the word 'candy'.
el pastel,cake,Esta es una frase con la palabra 'el pastel'.,This is a sentence with the word 'cake'.
las galletas,cookies,Esta es una frase con la palabra 'las galletas'.,This is a sentence with the word 'cookies'.
el helado,ice cream,Esta es una frase con la palabra 'el helado'.,This is a sentence with the word 'ice cream'.
el churros con chocolate,chocolate churros,Esta es una frase con la palabra 'el churros con chocolate'.,This is a sentence with the word 'chocolate churros'.
el basque cheesecake,cheesecake,Esta es una frase con la palabra 'el basque cheesecake'.,This is a sentence with the word 'cheesecake'.
el plato,plate,Esta es una frase con la palabra 'el plato'.,This is a sentence with the word 'plate'.
el plato hondo,bowl,Esta es una frase con la palabra 'el plato hondo'.,This is a sentence with the word 'bowl'.
el vaso,glass,Esta es una frase con la palabra 'el vaso'.,This is a sentence with the word 'glass'.
